repo_source_id,source_name,aliases,t01_section,region,language,source_type,role,collection_priority,automation_priority,date_or_range,notes,registry_status,review_status,url
SRC0178,Podcast《笃定往生的净土法门》道晟师父讲座,,T01-3｜YouTube／法师来信型来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0179,Pure Land Buddhism USA 净土宗美国 YouTube,,T01-3｜YouTube／法师来信型来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0180,法界佛陀教育学院 YouTube,,T01-3｜YouTube／法师来信型来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0181,文殊讲堂｜慧律法师官方影音资料库,,T01-3｜YouTube／法师来信型来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0182,文殊讲堂 Vimeo / wenshuykl,,T01-3｜YouTube／法师来信型来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0183,道证法师网络专辑（般若文海／报佛恩网）,,T01-3｜YouTube／法师来信型来源,,,,,,,,保存型子来源；关联SRC0149,FORMAL_SELECTED,pending_review,
SRC0184,道证法师《毛毛虫变蝴蝶》系列,,T01-3｜YouTube／法师来信型来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0185,智随法师文章｜念佛感应篇,,T01-3｜YouTube／法师来信型来源,,,,,,,,parent=SRC0133,FORMAL_SELECTED,pending_review,
SRC0186,智随法师文章｜往生记实篇,,T01-3｜YouTube／法师来信型来源,,,,,,,,parent=SRC0133,FORMAL_SELECTED,pending_review,
SRC0187,净土宗加州念佛会 / Pure Land Buddhist Association 官网,,T01-3｜YouTube／法师来信型来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0188,日本往生極楽記,,T01-4 Part 1｜日本历史核心来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0189,続本朝往生伝,,T01-4 Part 1｜日本历史核心来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0190,拾遺往生伝,,T01-4 Part 1｜日本历史核心来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0191,後拾遺往生伝,,T01-4 Part 1｜日本历史核心来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0192,三外往生伝／三外往生記,,T01-4 Part 1｜日本历史核心来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0193,本朝新修往生伝,,T01-4 Part 1｜日本历史核心来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0194,念仏往生伝,,T01-4 Part 1｜日本历史核心来源,,,,,,,,残卷,FORMAL_SELECTED,pending_review,
SRC0195,今選往生伝,,T01-4 Part 1｜日本历史核心来源,,,,,,,,散佚,FORMAL_SELECTED,pending_review,
SRC0196,扶桑寄帰往生伝,,T01-4 Part 1｜日本历史核心来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0197,女人往生伝,,T01-4 Part 1｜日本历史核心来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0198,緇白往生伝,,T01-4 Part 1｜日本历史核心来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0199,貞伝上人東域念仏利益伝,,T01-4 Part 1｜日本历史核心来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0200,現証往生伝,,T01-4 Part 1｜日本历史核心来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0201,新撰往生伝,,T01-4 Part 1｜日本历史核心来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0202,近世念仏往生伝,,T01-4 Part 1｜日本历史核心来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0203,淡海往生伝／近世淡海念仏往生伝,,T01-4 Part 1｜日本历史核心来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0204,明治往生伝,,T01-4 Part 1｜日本历史核心来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0205,明教新誌,,T01-4 Part 1｜日本历史核心来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0206,親聞妙好人伝,,T01-4 Part 1｜日本历史核心来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0207,妙好人伝（二巻本）,,T01-4 Part 1｜日本历史核心来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0208,新続妙好人伝,,T01-4 Part 1｜日本历史核心来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0209,妙好人伝（五巻本）,,T01-4 Part 1｜日本历史核心来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0210,続妙好人伝,,T01-4 Part 1｜日本历史核心来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0211,三井往生伝,,T01-4 Part 1B｜日本近世／明治往生传补漏,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0212,近世往生伝,,T01-4 Part 1B｜日本近世／明治往生传补漏,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0213,日本古今往生略伝,,T01-4 Part 1B｜日本近世／明治往生传补漏,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0214,浄土勧化三国往生伝,,T01-4 Part 1B｜日本近世／明治往生传补漏,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0215,新聞顕験往生伝,,T01-4 Part 1B｜日本近世／明治往生传补漏,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0216,総誉安西法師往生記,,T01-4 Part 1B｜日本近世／明治往生传补漏,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0217,遂懐往生伝,,T01-4 Part 1B｜日本近世／明治往生传补漏,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0218,孝感冥祥録,,T01-4 Part 1B｜日本近世／明治往生传补漏,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0219,親聞往生験記,,T01-4 Part 1B｜日本近世／明治往生传补漏,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0220,随聞往生伝,,T01-4 Part 1B｜日本近世／明治往生传补漏,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0221,近世南紀念仏往生伝,,T01-4 Part 1B｜日本近世／明治往生传补漏,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0222,日課念仏投宿編,,T01-4 Part 1B｜日本近世／明治往生传补漏,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0223,新撰念仏往生験記,,T01-4 Part 1B｜日本近世／明治往生传补漏,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0224,新選往生験記追加別伝,,T01-4 Part 1B｜日本近世／明治往生传补漏,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0225,専念往生伝,,T01-4 Part 1B｜日本近世／明治往生传补漏,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0226,入水往生伝,,T01-4 Part 1B｜日本近世／明治往生传补漏,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0227,尾陽往生伝,,T01-4 Part 1B｜日本近世／明治往生传补漏,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0228,拾遺専念往生伝,,T01-4 Part 1B｜日本近世／明治往生传补漏,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0229,三河往生験記,,T01-4 Part 1B｜日本近世／明治往生传补漏,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0230,遺身往生伝,,T01-4 Part 1B｜日本近世／明治往生传补漏,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0231,浄土宗公式サイト,,T01-4 Part 2｜日本现代来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0232,浄土宗新聞,,T01-4 Part 2｜日本现代来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0233,季刊『かるな』,,T01-4 Part 2｜日本现代来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0234,公式チャンネル浄土宗,,T01-4 Part 2｜日本现代来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0235,浄土宗全書テキストデータベース,,T01-4 Part 2｜日本现代来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0236,新纂浄土宗大辞典,,T01-4 Part 2｜日本现代来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0237,浄土宗総合研究所,,T01-4 Part 2｜日本现代来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0238,知恩院公式サイト,,T01-4 Part 2｜日本现代来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0239,知恩院公式YouTube,,T01-4 Part 2｜日本现代来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0240,増上寺公式サイト,,T01-4 Part 2｜日本现代来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0241,増上寺公式YouTube,,T01-4 Part 2｜日本现代来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0242,浄土真宗本願寺派公式サイト,,T01-4 Part 2｜日本现代来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0243,本願寺新報,,T01-4 Part 2｜日本现代来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0244,本願寺公式Webブロードキャスト／YouTube,,T01-4 Part 2｜日本现代来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0245,真宗大谷派 東本願寺公式サイト,,T01-4 Part 2｜日本现代来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0246,同朋新聞,,T01-4 Part 2｜日本现代来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0247,月刊『真宗』,,T01-4 Part 2｜日本现代来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0248,真宗大谷派 東本願寺公式YouTube,,T01-4 Part 2｜日本现代来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0249,しんらん交流館 YouTube,,T01-4 Part 2｜日本现代来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0250,真宗聖典検索,,T01-4 Part 2｜日本现代来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0251,真宗会館 YouTube,,T01-4 Part 2｜日本现代来源,,,,,,,,,FORMAL_SELECTED,pending_review,
SRC0252,正宣寺 寺报《光寿》,,,日本,,地方寺报,DISCOVERY,CP3,AP1,1994-03-01创刊－现在,tradition_or_context=本愿寺派／大阪 | cp_at_registration=CP1 | cp_current=CP3 | key_note: 已确认现代妙好人文章；纸本寺报→官网再刊链,REGISTERED,pending_review,
SRC0253,教念寺《教念寺新报》,,,日本,,地方寺报,DISCOVERY,CP1,AP2,1992－现在,tradition_or_context=本愿寺派／埼玉・新座 | cp_at_registration=CP1 | cp_current=(blank) | key_note: 1992创刊、月刊；后续重标为普通寺报型，最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0254,教念寺《ふうむ》,,,日本,,地方寺报,DISCOVERY,CP2,AP3,创刊年Unknown；现为春・秋号,tradition_or_context=本愿寺派／埼玉 | cp_at_registration=CP2 | cp_current=(blank) | key_note: 与《教念寺新报》不同系列；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0255,善巧寺「寺报」,,,日本,,地方寺报,DISCOVERY,CP1,AP1,1977－现在,tradition_or_context=本愿寺派／富山・黑部 | cp_at_registration=CP1 | cp_current=(blank) | key_note: 季刊、长期数字档案；案例并非主体，最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0256,守纲寺报《清风》,,,日本,,地方寺报,DISCOVERY,CP3,AP1,连续50年以上；2025年No.630,tradition_or_context=真宗大谷派／爱知・丰田 | cp_at_registration=CP1 | cp_current=CP3 | key_note: 已确认现代妙好人、来访者经历、闻法生活等个案,REGISTERED,pending_review,
SRC0257,《愿长寺报》,,,日本,,地方寺报,DISCOVERY,CP3,AP4,至少20世纪末以前开始；宗门报道时已169号,tradition_or_context=真宗大谷派／岐阜 | cp_at_registration=CP1 | cp_current=CP3 | key_note: 已确认住职写入失女、前坊守等信仰经历,REGISTERED,pending_review,
SRC0258,春日山蓮浄寺だより,,,日本,,地方寺报,DISCOVERY,CP2,AP4,创刊年Unknown；2026年约161号,tradition_or_context=真宗大谷派／新潟 | cp_at_registration=CP2 | cp_current=(blank) | key_note: 记录寺院日常、门徒关系、葬仪；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0259,金光寺寺报《慧光》,,,日本,,地方寺报,DISCOVERY,CP3,AP2,至少2022年第254号；2025年第283号,tradition_or_context=浄土真宗系／宫崎・五ヶ濑 | cp_at_registration=CP1 | cp_current=CP3 | key_note: 索引可检出妙好人、临终、葬仪、往生等用语,REGISTERED,pending_review,
SRC0260,教心寺寺报《サーサナ》,,,日本,,地方寺报,DISCOVERY,CP2,AP2,至少2007-12－现在；2025年第69号,tradition_or_context=真宗大谷派／名古屋 | cp_at_registration=CP2 | cp_current=(blank) | key_note: 地方机关刊；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0261,万行寺寺报,,,日本,,地方寺报,DISCOVERY,CP2,AP1,创刊年Unknown；2022年第128号，2026年第177号,tradition_or_context=本愿寺派／长野・佐久 | cp_at_registration=CP2 | cp_current=(blank) | key_note: 原寺报→note抽取再刊；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0262,常髙寺寺报《あまね》,,,日本,,地方寺报,DISCOVERY,CP2,AP1,约2020－现在,tradition_or_context=本愿寺派／爱媛・今治 | cp_at_registration=CP2 | cp_current=(blank) | key_note: 官网保存第1号起PDF；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0263,《顺光寺だより》,,,日本,,地方寺报,DISCOVERY,CP2,AP1,2015-12-01－现在,tradition_or_context=本愿寺派／岛根・松江 | cp_at_registration=CP2 | cp_current=(blank) | key_note: 历号与PDF完整；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0264,极乐寺寺报《安心》,,,日本,,地方寺报,DISCOVERY,CP1,AP2,至少2016－现在,tradition_or_context=浄土宗西山禅林寺派／岐阜 | cp_at_registration=CP1 | cp_current=(blank) | key_note: 主题含往生・安心・念佛；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0265,顺正寺寺报《遊煩悩林》,,,日本,,地方寺报,DISCOVERY,CP2,AP1,至少2018－现在,tradition_or_context=真宗大谷派／东京・练马 | cp_at_registration=CP2 | cp_current=(blank) | key_note: 定期寺报；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0266,道善寺だより,,,日本,,地方寺报,DISCOVERY,CP2,AP2,创刊年Unknown；2022年第23号,tradition_or_context=真宗大谷派／富山・五箇山 | cp_at_registration=CP2 | cp_current=(blank) | key_note: 赤尾道宗相关寺院；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0267,愿成寺寺报《大心海》,,,日本,,地方寺报,DISCOVERY,CP3,AP3,至少2019-01,tradition_or_context=真宗大谷派／名古屋教区第30组 | cp_at_registration=CP3 | cp_current=(blank) | key_note: 连续性未确认；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0268,一心寺寺报《夢と望》,,,日本,,地方寺报,DISCOVERY,CP3,AP4,至少2017-05,tradition_or_context=真宗大谷派／名古屋教区第30组 | cp_at_registration=CP3 | cp_current=(blank) | key_note: 在线样本有限；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0269,常念寺寺报《おあしす》,,,日本,,地方寺报,DISCOVERY,CP3,AP4,至少2007-02,tradition_or_context=真宗大谷派／名古屋教区第30组 | cp_at_registration=CP3 | cp_current=(blank) | key_note: 数字残片型；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0270,法光寺寺报《煩悩林》,,,日本,,地方寺报,DISCOVERY,CP3,AP4,至少2005-11,tradition_or_context=真宗大谷派／名古屋教区第30组 | cp_at_registration=CP3 | cp_current=(blank) | key_note: 纸本原源存在；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0271,真宗大谷派名古屋教区第30组「寺報を読む」,,,日本,,寺报聚合/数字保存入口,INFRASTRUCTURE / DISCOVERY,CP2,AP1,网站至少2011－,tradition_or_context=真宗大谷派／爱知 | cp_at_registration=CP2 | cp_current=(blank) | key_note: 聚合源，不是各寺报首发；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0272,専教寺寺报,,,日本,,地方寺报,DISCOVERY,CP3,AP1,2026新年号第84号,tradition_or_context=地方净土真宗寺院 | cp_at_registration=CP1 | cp_current=CP3 | key_note: 已确认前住职住院、死亡、密葬、往生等第一人称记录,REGISTERED,pending_review,
SRC0273,真宗大谷派浄影寺《法蔵》,,,日本,,地方寺报,DISCOVERY,CP3,AP2,至少2006－约2018,tradition_or_context=真宗大谷派 | cp_at_registration=CP1 | cp_current=CP3 | key_note: 保存住职对已故门徒及念佛生活的直接回忆,REGISTERED,pending_review,
SRC0274,浄心寺・草加松原開教所《もとみち》,,,日本,,地方寺报,DISCOVERY,CP3,AP2,创刊时间未充分确认,tradition_or_context=净土真宗系 | cp_at_registration=CP3 | cp_current=(blank) | key_note: 有独立寺报栏目；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0275,教覚寺寺报,,,日本,,地方寺报,DISCOVERY,CP2,AP3,2023－现在,tradition_or_context=净土真宗系 | cp_at_registration=CP2 | cp_current=(blank) | key_note: 年刊；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0276,妙蓮寺寺报《流水》,,,日本,,地方寺报,DISCOVERY,CP2,AP3,2026年第100号,tradition_or_context=净土真宗系 | cp_at_registration=CP2 | cp_current=(blank) | key_note: 跨两代住职；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0277,静蓮寺・正定寺共同寺报《和顔愛語》,,,日本,,地方寺报,DISCOVERY,CP2,AP1,2020-09创刊；2026年第23号,tradition_or_context=姊妹寺院共同刊 | cp_at_registration=CP2 | cp_current=(blank) | key_note: 两寺共同一刊，不重复建Source；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0278,浄土宗摂取山念佛寺寺报《摂取》,,,日本,,地方寺报,DISCOVERY,CP1,AP1,至少2016－现在；2026年第80/81号,tradition_or_context=浄土宗 | cp_at_registration=CP1 | cp_current=(blank) | key_note: 含极乐净土、念佛等主题；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0279,光源寺《光源寺新報》,,,日本,,地方寺报,DISCOVERY,CP1,AP4,1961创刊；2016年第100号,tradition_or_context=净土真宗系 | cp_at_registration=CP1 | cp_current=(blank) | key_note: 长期纸本链，但案例并非主体；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0280,天真寺《月刊天真》,,,日本,,月刊寺报,DISCOVERY,CP1,AP1,2013年第439号；持续至2026,tradition_or_context=净土真宗系 | cp_at_registration=CP1 | cp_current=(blank) | key_note: 超长连续刊；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0281,浄土宗大雲寺《寿光》,,,日本,,地方寺报,DISCOVERY,CP2,AP3,2025年第50号,tradition_or_context=浄土宗 | cp_at_registration=CP2 | cp_current=(blank) | key_note: 地方浄土宗出版源；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0282,石狩・髙陵山光明寺《光明寺寺報》,,,日本,,地方寺报,DISCOVERY,CP1,AP2,2016-03创刊,tradition_or_context=净土真宗系／北海道 | cp_at_registration=CP1 | cp_current=(blank) | key_note: 曾讨论临终念佛、门徒葬仪、往生成仏；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0283,法雲寺《ともしび → ともしび2》,,,日本,,地方寺报,DISCOVERY,CP1,AP1,1981-06《ともしび》创刊；2014改版,tradition_or_context=净土真宗系 | cp_at_registration=CP1 | cp_current=(blank) | key_note: 同一寺报连续出版链；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0284,浄覚寺寺报《じゅこう》,,,日本,,地方寺报,DISCOVERY,CP2,AP1,2019-05-01创刊；2026年第88号,tradition_or_context=净土真宗系 | cp_at_registration=CP2 | cp_current=(blank) | key_note: 月刊、数字档案规整；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0285,本愿寺派那珂组门徒推进员广报《領解》,,,日本,,门徒广报,DISCOVERY,CP3,AP1,2022创刊；至少至2025年第4号,tradition_or_context=本愿寺派／那珂组 | cp_at_registration=CP1 | cp_current=CP3 | key_note: 由门徒推进员主体编辑，具第一人称信仰经验潜力,REGISTERED,pending_review,
SRC0286,《覚円寺だより》,,,日本,,地方寺报,DISCOVERY,CP1,AP2,2017-11创刊,tradition_or_context=净土真宗系 | cp_at_registration=CP1 | cp_current=(blank) | key_note: 纸本旧号→2025起note回填；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0287,信光寺寺报《濟波》,,,日本,,地方寺报,DISCOVERY,CP1,AP4,1983-01创刊；2009年第126号,tradition_or_context=净土真宗系 | cp_at_registration=CP1 | cp_current=(blank) | key_note: 门徒妇人参与编辑；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0288,《専徳寺報》,,,日本,,地方寺报,DISCOVERY,CP1,AP3,1957创刊,tradition_or_context=净土真宗系 | cp_at_registration=CP1 | cp_current=(blank) | key_note: 近70年连续地方寺报链；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0289,《西福寺だより》,,,日本,,地方寺报,DISCOVERY,CP1,AP4,1977创刊,tradition_or_context=净土真宗系 | cp_at_registration=CP1 | cp_current=(blank) | key_note: 长期纸本刊物；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0290,廣間山眞願寺寺报《響》,,,日本,,地方寺报,DISCOVERY,CP3,AP1,1997-03创刊；2021年第50号,tradition_or_context=净土真宗系 | cp_at_registration=CP1 | cp_current=CP3 | key_note: 已确认死别、看取、念佛、净土再会等直接生命经验,REGISTERED,pending_review,
SRC0291,新潟・真宗寺寺报,,,日本,,地方寺报,DISCOVERY,CP2,AP3,至少2013创刊号后有多号,tradition_or_context=净土真宗系／新潟 | cp_at_registration=CP2 | cp_current=(blank) | key_note: 网络档案残缺；最终CP待逐条冻结（批量降为CP4–CP5范围）,REGISTERED,pending_review,
SRC0292,隆尭《称名念仏奇特現証集》,,,日本,,念佛奇特/灵验案例集,CORE,CP1,AP3,1420–1431成立；21话,tradition_or_context=中世净土教 | cp_at_registration=CP1 | cp_current=CP1 | key_note: 作者近江周边见闻，含念佛奇特、灵梦、病者临终正念等,REGISTERED,pending_review,
SRC0293,华光会信仰杂志《華光》,,,日本,,信仰体验杂志,CORE,CP1,AP3,1941-11-15创刊－现在,tradition_or_context=真宗／华光会 | cp_at_registration=CP1 | cp_current=CP1 | key_note: 长期刊载信仰体験記、感想集、临终/求道手记,REGISTERED,pending_review,
SRC0294,伊藤康善《療養と求道》,,,日本,,疗养/求道病例与体验集,CORE,CP1,AP4,约1942,tradition_or_context=真宗／华光会系 | cp_at_registration=CP1 | cp_current=CP1 | key_note: 结核疗养所病床说法、求道、回心具体病例/体验,REGISTERED,pending_review,
SRC0295,伊藤康善《仏敵―求道物語》,,,日本,,个人求道体验记录,CORE,CP2,AP4,原版至少1938；2003复刻,tradition_or_context=真宗 | cp_at_registration=CP2 | cp_current=CP2 | key_note: 个人求道/信心获得体验，规模小但原创性强,REGISTERED,pending_review,
SRC0296,山崎隆弘「21世紀に生きる妙好人列伝」,,,日本,,现代妙好人连续列传,CORE,CP1,AP1,2015–2024约120回,tradition_or_context=现代真宗 | cp_at_registration=CP1 | cp_current=CP1 | key_note: 现代妙好人、信仰体验、疾病与临终见闻；首发载体仍待精确确认,REGISTERED,pending_review,
SRC0297,Thích Trí Tịnh「Truyện vãng sanh có chứng nghiệm」,,,越南,,越南本土往生实证个案集,CORE,CP1,,earliest known print至少1957；后收入2006《Hương Sen Vạn Đức》,tradition_or_context=越南净土佛教 | cp_at_registration=CP1 | cp_current=CP1 | key_note: 作者刻意记录越南本土亲知往生案例,REGISTERED,pending_review,
SRC0298,Nhóm Liên Hữu Miền Nam Đất Việt《Chuyện Vãng Sanh Ở Việt Nam》,,,越南,,现代往生案例集,CORE,CP1,,2008已有Part1录音；2014修订书面汇编,tradition_or_context=越南净土佛教 | cp_at_registration=CP1 | cp_current=CP1 | key_note: 从书、录音及亲赴往生者家庭采访搜集；大型现代越南案例集,REGISTERED,pending_review,
SRC0299,Cư sĩ Tịnh Hải《Những Chuyện Niệm Phật Vãng Sanh Lưu Xá Lợi》,,,越南／海外越南,,念佛往生/舍利案例集,CORE,CP1,,2000美国出版；主要搜集1995–2000案例,tradition_or_context=越南语净土圈 | cp_at_registration=CP1 | cp_current=CP1 | key_note: 作者联系家属、寺院取得材料与照片；后大量转载,REGISTERED,pending_review,
SRC0300,허응 보우《권념요록／勸念要錄》,,,韩国,,往生灵验谈编纂,CORE / DISCOVERY,CP1,,现存1637刊本；11篇往生灵验谈,tradition_or_context=朝鲜时代净土佛教 | cp_at_registration=CP1 | cp_current=CP1 | key_note: 约10篇可追中国源；需分离韩国编纂传播与CASE原产地,REGISTERED,pending_review,
SRC0301,서길수《극락 간 사람들：한국 왕생전》,,,韩国,,韩国往生二手汇编/索引,CORE / DISCOVERY,CP1,,2022；100名人物,tradition_or_context=韩国净土研究 | cp_at_registration=CP1 | cp_current=CP1 | key_note: 14年研究汇集100名韩国往生人物；CASE阶段逐案追earliest source,REGISTERED,pending_review,
SRC0302,《念佛感应录》系列,,,中文世界／台湾,,现代念佛感应系列案例集,CORE,CP1,,第1集2006初版；至少至第8集2026,tradition_or_context=中华净土宗协会／净土宗文教基金会 | cp_at_registration=CP1 | cp_current=CP1 | key_note: 连续收录现世感应、治病、免难、梦感、念佛/助念/超度往生等 | possible_duplicate_of:SRC0090（系列条目；T01 SRC0086–SRC0093 已按单集分别登记） | parent_of:SRC0090-SRC0097（念佛感应录第一至八集）; dedup_confirmed:owner 2026-09-21,REGISTERED,duplicate_review,
SRC0303,《念佛癒病（一）》,,,中文世界／台湾,,念佛治病案例集,CORE,CP1,,现代出版；约108则,tradition_or_context=净土宗编辑部 | cp_at_registration=CP1 | cp_current=CP1 | key_note: 按疾病分类收念佛治病/起死回生案例；与《念佛感应录》有重叠 | possible_duplicate_of:SRC0098 | alias_of_t01:SRC0094; dedup_confirmed:owner 2026-09-21,REGISTERED,duplicate_review,
SRC0304,林看治《念佛感应见闻记》,,,中文世界／台湾,,亲见亲闻感应案例集,CORE,CP1,,1967-02-08《菩提樹》第171期起连载；1969-07完结；1969-08单行本,tradition_or_context=台湾净土信仰圈 | cp_at_registration=CP1 | cp_current=CP1 | key_note: 记录十余年亲见亲闻，70余则，含治病、免难、临终、往生瑞相 | possible_duplicate_of:SRC0075 | alias_of_t01:SRC0071; dedup_confirmed:owner 2026-09-21,REGISTERED,duplicate_review,
SRC0305,林慈超《念佛感应记》,,,中文世界／台湾,,念佛感应/往生案例集,CORE,CP2,,1998台湾初版,tradition_or_context=台湾净土信仰圈 | cp_at_registration=CP2 | cp_current=CP2 | key_note: 含个人感应、念佛灵异及往生四众资料 | possible_duplicate_of:SRC0086 | alias_of_t01:SRC0082; dedup_confirmed:owner 2026-09-21,REGISTERED,duplicate_review,
